word,meaning,word_type,last_sound,can_combine
ಸಮಸ್ಪರ್ಧಿಯಾಗಿ,TODO,noun,ಇ,yes
ಸಂಜೆ,TODO,noun,ಎ,yes
ದೇವಸ್ಥಾನಗಳ,TODO,noun,ಅ,yes
ಅದನ್ನವರು,TODO,noun,ಉ,yes
ಕೊಂದು,TODO,noun,ಉ,yes
ಕಲ್ಪನಾಶಕ್ತಿಯೊಂದಿಗೆ,TODO,noun,ಎ,yes
ಕೃಷ್ಣ,TODO,noun,ಅ,yes
ಖಂಡಿತವಾಗಿಯು,TODO,noun,ಉ,yes
ಮಹಲ್,TODO,noun,ಲ,yes
ದೊಡ್ಡ,TODO,noun,ಅ,yes
ಗೋಡೆಯ,TODO,noun,ಅ,yes
ಉದಾಯವಾಯಿತು,TODO,noun,ಉ,yes
ಸತತವೂ,TODO,noun,ಊ,yes
ಹೊಂದಿರುವ,TODO,noun,ಅ,yes
ನವರಾತ್ರಿಯ,TODO,noun,ಅ,yes
ತಿಂಗಳುಗಳ,TODO,noun,ಅ,yes
ರಂಗ,TODO,noun,ಅ,yes
ರಸಋಷಿ,TODO,noun,ಇ,yes
ಚೋಳ,TODO,noun,ಅ,yes
ಮಕ್ಕಳು,TODO,noun,ಉ,yes
ಎನಿಸಿಕೊಂಡವರು,TODO,noun,ಉ,yes
ನನಸು,TODO,noun,ಉ,yes
ದಕ್ಷಿಣ,TODO,noun,ಅ,yes
ಹನುಮಂತನ,TODO,noun,ಅ,yes
ಸ್ವರ್ಗದಲ್ಲಿ,TODO,noun,ಇ,yes
ಸಮೃದ್ಧಿಯನ್ನು,TODO,noun,ಉ,yes
ಇತಿಹಾಸವು,TODO,noun,ಉ,yes
ಶ್ವಾಸಕೋಶಗಳು,TODO,noun,ಉ,yes
ದೇವರಾದ,TODO,noun,ಅ,yes
ಶಿಷ್ಟ,TODO,noun,ಅ,yes
ಸಮಯಾವಕಾಶವಿದ್ದರೆ,TODO,noun,ಎ,yes
ರಿಂದ,TODO,noun,ಅ,yes
ಆಗಿನ,TODO,noun,ಅ,yes
ಬಂತು,TODO,noun,ಉ,yes
೧೯೧೨,TODO,noun,ಅ,yes
ಇರಲಿಲ್ಲ,TODO,noun,ಅ,yes
ಪ್ರಾಧ್ಯಾಪಕರೂ,TODO,noun,ಊ,yes
ನವೆಂಬರ್,TODO,noun,ರ,yes
ಸಂಬಂಧಿಸಿದ,TODO,noun,ಅ,yes
ಅವರ,TODO,noun,ಅ,yes
ಪ್ರವಾಸಿ,TODO,noun,ಇ,yes
ಹಿಂಸೆಗಳು,TODO,noun,ಉ,yes
ಪ್ರವಾಸಿಗರನ್ನು,TODO,noun,ಉ,yes
ವರ್ಮ,TODO,noun,ಅ,yes
ಬಿದ್ದಿದ್ದು,TODO,noun,ಉ,yes
ಸ್ಥಳಗಳನ್ನು,TODO,noun,ಉ,yes
ವೈದ್ಯನಾಥಪುರ,TODO,noun,ಅ,yes
ನಿಗಮವು,TODO,noun,ಉ,yes
ರಸೋ,TODO,noun,ಓ,yes
ಜ್ಞಾನಪೀಠ,TODO,noun,ಅ,yes
ರಾ,TODO,noun,ಆ,yes
ಆಂಧ್ರ,TODO,noun,ಅ,yes
ಸೃಷ್ಟಿ,TODO,noun,ಇ,yes
ವೆಂಕಣ್ಣಯ್ಯನವರು,TODO,noun,ಉ,yes
ತಿಳಿಯುತ್ತಾರೆ,TODO,noun,ಎ,yes
ಸುತ್ತು,TODO,noun,ಉ,yes
ಅನೇಕ,TODO,noun,ಅ,yes
ಕೊಲ್ಲೂರು,TODO,noun,ಉ,yes
ಸುಂದರ,TODO,noun,ಅ,yes
ತುಳುಕಾಡುವುದು,TODO,noun,ಉ,yes
ಎನ್ಕ್ಲೊಸರ್,TODO,noun,ರ,yes
ಸ್ಚಿಸ್ಟ,TODO,noun,ಅ,yes
ಮೃಗಧಾಮಗಳು,TODO,noun,ಉ,yes
ಪ್ರೇರಿತವಾಗಿದೆ,TODO,noun,ಎ,yes
ಕನ್ನಡವನ್ನೇ,TODO,noun,ಏ,yes
ತ್ರಿಪುರ,TODO,noun,ಅ,yes
ಮಹಿಳೆಯರಿಗಾಗಿ,TODO,noun,ಇ,yes
ಎಂಬುದರಿಂದ,TODO,noun,ಅ,yes
ಶಂಕರಾಚಾರ್ಯ,TODO,noun,ಅ,yes
ಸೋಮನಾಥ,TODO,noun,ಅ,yes
೧೩೩೬ರಿಂದ,TODO,noun,ಅ,yes
ತತ್ವಜ್ಞಾನಿಗಳು,TODO,noun,ಉ,yes
ಆಂಗ್ಲ,TODO,noun,ಅ,yes
ಹೊರಹೊಮ್ಮಿಸುವ,TODO,noun,ಅ,yes
ಝರಣಿ,TODO,noun,ಇ,yes
ಮಾದರಿ,TODO,noun,ಇ,yes
ಎಲ್ಲಾ,TODO,noun,ಆ,yes
ನಂಜವದೂತ,TODO,noun,ಅ,yes
ಜನರ,TODO,noun,ಅ,yes
ಆನಂದೇಶ್ವರ,TODO,noun,ಅ,yes
ಕುಪ್ಪಳಿ,TODO,noun,ಇ,yes
ಅಳತೆ,TODO,noun,ಎ,yes
ಉದಾಹರಣೆಗೆ,TODO,noun,ಎ,yes
ಮಹಾರಾಜ,TODO,noun,ಅ,yes
ಕಾದಂಬರಿ,TODO,noun,ಇ,yes
ನಾಟಕ,TODO,noun,ಅ,yes
ಕಾಲೇಜಿನಿಂದ,TODO,noun,ಅ,yes
ಕೋಡಿವರಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ಕ್ಷೇತ್ರಗಳಿಂದ,TODO,noun,ಅ,yes
ಎಲ್ಲ,TODO,noun,ಅ,yes
ನಗರಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಜಯಲಕ್ಮೀ,TODO,noun,ಈ,yes
ತೋಡಿದ,TODO,noun,ಅ,yes
ಆದಿಶಕ್ತಿಯಾಗಿ,TODO,noun,ಇ,yes
ಮೊಹಲ್ಲ,TODO,noun,ಅ,yes
ಕರೆಯಲ್ಪಡುತ್ತಾಳೆ,TODO,noun,ಎ,yes
ನಗರವು,TODO,noun,ಉ,yes
ಚಿಕ್ಕಮ್ಮ,TODO,noun,ಅ,yes
ನೀಡಿದೆ,TODO,noun,ಎ,yes
ಮಾತೃಕೆಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಹಳೆಯ,TODO,noun,ಅ,yes
೧೭೫,TODO,noun,ಅ,yes
ಪ್ರತಿನಿಧಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ನಗರ,TODO,noun,ಅ,yes
ಎಂದಿತ್ತು,TODO,noun,ಉ,yes
ಶುಕ್ರವಾರ,TODO,noun,ಅ,yes
ಆರು,TODO,noun,ಉ,yes
ಸಮಕಾಲೀನ,TODO,noun,ಅ,yes
ಗಣ್ಯರಿಗೆ,TODO,noun,ಎ,yes
ಗುಡಿ,TODO,noun,ಇ,yes
ದೇವತೆಯಾದ,TODO,noun,ಅ,yes
ಸುತ್ತಲ,TODO,noun,ಅ,yes
ಕಾಲ,TODO,noun,ಅ,yes
ಬೇಕಾದ,TODO,noun,ಅ,yes
ಉರಿಮಸಾನಿ,TODO,noun,ಇ,yes
ತೂಕದ,TODO,noun,ಅ,yes
ಬಜಾರ್,TODO,noun,ರ,yes
ಬಳಿ,TODO,noun,ಇ,yes
ತುಂಗಭದ್ರ,TODO,noun,ಅ,yes
ಫಿಲೋಮಿನಾ,TODO,noun,ಆ,yes
ಹೊರನಾಡು,TODO,noun,ಉ,yes
ಆಗ್ನೇಯದಲ್ಲಿ,TODO,noun,ಇ,yes
ದೇವಸ್ಥಾನವಾಗಿದ್ದು,TODO,noun,ಉ,yes
ಆಗಿ,TODO,noun,ಇ,yes
ಮಹೇಶ್ವರಿ,TODO,noun,ಇ,yes
ಕಟ್ಟುತ್ತೆನೆಂದು,TODO,noun,ಉ,yes
ನಂತರ,TODO,noun,ಅ,yes
ಸಂತೇಪೇಟೆ,TODO,noun,ಎ,yes
ಮೇಲೆ,TODO,noun,ಎ,yes
ಪರಮೇಶ್ವರನು,TODO,noun,ಉ,yes
ಭಾಗಗಳನ್ನು,TODO,noun,ಉ,yes
ನಡೆಸುವ,TODO,noun,ಅ,yes
ಅಂಜನಾದ್ರಿ,TODO,noun,ಇ,yes
೨೪,TODO,noun,ಅ,yes
ಕೊಂಡ,TODO,noun,ಅ,yes
ಪ್ರಕಾರಗಳಾಗಿ,TODO,noun,ಇ,yes
ಕೋಕಿಲೋದಯ,TODO,noun,ಅ,yes
ಹಾಗೆಯೇ,TODO,noun,ಏ,yes
ಕರ್ನಾಟಕದಲ್ಲಿ,TODO,noun,ಇ,yes
ವ್ಯವಸಾಯ,TODO,noun,ಅ,yes
ಕಟ್ಟಲಾಗಿದೆ,TODO,noun,ಎ,yes
ಈಶ್ವರಿ,TODO,noun,ಇ,yes
ಆರಾಧನೆ,TODO,noun,ಎ,yes
ನೆರವೇರಿಸಲಾಯಿತು,TODO,noun,ಉ,yes
ವರ್ಗಕ್ಕೆ,TODO,noun,ಎ,yes
ಹೆಗ್ಗಡತಿ,TODO,noun,ಇ,yes
ನೂರು,TODO,noun,ಉ,yes
ಧೀಮಂತ,TODO,noun,ಅ,yes
ವಂಕಿಯಾಕಾರದ,TODO,noun,ಅ,yes
ಕರಗಿ,TODO,noun,ಇ,yes
ಮಾಡಲ್ಪಟ್ಟಿವೆ,TODO,noun,ಎ,yes
ಎಡಗೈ,TODO,noun,ಐ,yes
ವರ್ಷಗಳಿಂದ,TODO,noun,ಅ,yes
ಕೃಷ್ಣದೇವರಾಯನ,TODO,noun,ಅ,yes
ರಾಷ್ಟ್ರಕವಿ,TODO,noun,ಇ,yes
ಪರಂಪರೆಯ,TODO,noun,ಅ,yes
ಘಟನೆಯನ್ನು,TODO,noun,ಉ,yes
ಕಲ್ಲಿನಲ್ಲಿ,TODO,noun,ಇ,yes
ನವ,TODO,noun,ಅ,yes
ಪುಷ್ಟಿಗೊಳಿಸುತ್ತಿದೆ,TODO,noun,ಎ,yes
ಕೊಡುತ್ತಾನೆ,TODO,noun,ಎ,yes
ಕಲ್ಪನೆಯ,TODO,noun,ಅ,yes
ಮಾಹಿತಿಯನ್ನು,TODO,noun,ಉ,yes
ನರಸಿಂಹ,TODO,noun,ಅ,yes
ವಿರಮಿಸುತ್ತಿದ್ದ,TODO,noun,ಅ,yes
ಕಲಿಯದವರ,TODO,noun,ಅ,yes
ನಾಟಕಕಾರ,TODO,noun,ಅ,yes
ಅದರ,TODO,noun,ಅ,yes
ಐತಿಹಾಸಿಕ,TODO,noun,ಅ,yes
ವಾಸ್ತುಶಿಲ್ಪವುಳ್ಳ,TODO,noun,ಅ,yes
ಪಂಪಾ,TODO,noun,ಆ,yes
ಅವರು,TODO,noun,ಉ,yes
ಮಾನಸಗಂಗೋತ್ರಿ,TODO,noun,ಇ,yes
ಸೃಜನಾತ್ಮಕ,TODO,noun,ಅ,yes
೩೦,TODO,noun,ಅ,yes
ಬಿಟ್ಟು,TODO,noun,ಉ,yes
ವ್ಯವಸ್ಥೆಯನ್ನೂ,TODO,noun,ಊ,yes
ವಿಮರ್ಶಕ,TODO,noun,ಅ,yes
ವಿಶಾಲವಾದ,TODO,noun,ಅ,yes
ಮುರಿದು,TODO,noun,ಉ,yes
ಹೆಸರುಗಳಿಂದ,TODO,noun,ಅ,yes
ಚಿತ್ರಣ,TODO,noun,ಅ,yes
ಇದು,TODO,noun,ಉ,yes
ದೊಡ್ಡಮ್ಮ,TODO,noun,ಅ,yes
ಮಠ,TODO,noun,ಅ,yes
ಸೆಂಟರ್,TODO,noun,ರ,yes
ಮಲೆಮಹದೇಶ್ವರ,TODO,noun,ಅ,yes
ಕಲಬುರಗಿ,TODO,noun,ಇ,yes
ಕೆವಲ,TODO,noun,ಅ,yes
ಬೇರ್ಪಟ್ಟ,TODO,noun,ಅ,yes
ವಸ್ತುಸಂಗ್ರಹಾಲಯವಾಗಿ,TODO,noun,ಇ,yes
ವಿಶ್ವ,TODO,noun,ಅ,yes
ಜನಾಂಗದವನೊಬ್ಬ,TODO,noun,ಅ,yes
ಬುದ್ಧನ,TODO,noun,ಅ,yes
ಅಣೆಕಟ್ಟು,TODO,noun,ಉ,yes
ಕೆಲಸಗಳನ್ನು,TODO,noun,ಉ,yes
ವಿಷ್ಣುವಿನ,TODO,noun,ಅ,yes
ರತ್ನ,TODO,noun,ಅ,yes
ಮಾರ್ಗಗಳಾಗಿದ್ದು,TODO,noun,ಉ,yes
ಪಂಕ್ತಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಮೂರು,TODO,noun,ಉ,yes
ಗುಂಡಿ,TODO,noun,ಇ,yes
ಕರ್ನಾಟಕದಲ್ಲಿರುವ,TODO,noun,ಅ,yes
ಎಳು,TODO,noun,ಉ,yes
ನೆಲೆಗೊಳ್ಳುತ್ತಾಳೆ,TODO,noun,ಎ,yes
ರಜಾ,TODO,noun,ಆ,yes
ಎಸ್,TODO,noun,ಸ,yes
ಹುಟ್ಟೂರಾದ,TODO,noun,ಅ,yes
ಮೇಲಿದೆ,TODO,noun,ಎ,yes
ಪ್ರದೇಶ,TODO,noun,ಅ,yes
ಸಿರ್ಸಿ,TODO,noun,ಇ,yes
ವಿಶ್ವವಿಖ್ಯಾತ,TODO,noun,ಅ,yes
ಗುಡಿಗೆ,TODO,noun,ಎ,yes
ನಲ್ಲಿ,TODO,noun,ಇ,yes
ಪ್ರಾಕೃತ,TODO,noun,ಅ,yes
ನಾಡಿನ,TODO,noun,ಅ,yes
ಪ್ರಾಣಿ,TODO,noun,ಇ,yes
ಪಾಲಿನ,TODO,noun,ಅ,yes
ಮಾಳವಾಡ,TODO,noun,ಅ,yes
ನಾನಕ್,TODO,noun,ಕ,yes
ವಿವರಣೆಯನ್ನು,TODO,noun,ಉ,yes
ತಾಯಿ,TODO,noun,ಇ,yes
ದಖ್ಖನ,TODO,noun,ಅ,yes
ಪ್ರಸಿದ್ಧ,TODO,noun,ಅ,yes
ಇಲ್ಲಿಗೆ,TODO,noun,ಎ,yes
ಸಪ್ಪರ್,TODO,noun,ರ,yes
೧೯೪೭,TODO,noun,ಅ,yes
ಮಾದರಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ವಿಶಿಷ್ಟತೆಯೆಂದರೆ,TODO,noun,ಎ,yes
ಸಾಮ್ರಾಜ್ಯ,TODO,noun,ಅ,yes
ಅವುಗಳನ್ನು,TODO,noun,ಉ,yes
ರೈತ,TODO,noun,ಅ,yes
ಬೇರ್ಪಡಿಸಿ,TODO,noun,ಇ,yes
ಅವರಿಗೆ,TODO,noun,ಎ,yes
ನಗರದ,TODO,noun,ಅ,yes
ತೀರ್ಥ,TODO,noun,ಅ,yes
ಮಹಾಬಲಗಿರಿಯ,TODO,noun,ಅ,yes
ಮದ್ದೂರು,TODO,noun,ಉ,yes
ಹಿಂದಿನ,TODO,noun,ಅ,yes
ತಿಳಿಯುತ್ತದೆ,TODO,noun,ಎ,yes
ಜೀವನೋದ್ದೇಶದ,TODO,noun,ಅ,yes
ಕೆ,TODO,noun,ಎ,yes
ಕಟ್ಟಲಾಗುತಿತ್ತು,TODO,noun,ಉ,yes
ದ್ಯಾವನುರು,TODO,noun,ಉ,yes
ದೊರೆಯಾದ,TODO,noun,ಅ,yes
ಆರನೆಯ,TODO,noun,ಅ,yes
ತತ್ವವನ್ನು,TODO,noun,ಉ,yes
ಒಯ್ದವರು,TODO,noun,ಉ,yes
ನೀಡುತ್ತಾರೆ,TODO,noun,ಎ,yes
ಮಹಿಷಮಂಡಲವನ್ನು,TODO,noun,ಉ,yes
ವಾಣಿ,TODO,noun,ಇ,yes
೧೪ನೆ,TODO,noun,ಎ,yes
ಹಸನುಗೊಳಿಸುತ್ತಿದೆ,TODO,noun,ಎ,yes
ಪ್ರತ್ಯೇಕ,TODO,noun,ಅ,yes
ಅದರಲ್ಲೂ,TODO,noun,ಊ,yes
ವರ್ಗದವರೊಂದಿಗೆ,TODO,noun,ಎ,yes
ಜನ,TODO,noun,ಅ,yes
ಉಪಯೋಗಿಸಿ,TODO,noun,ಇ,yes
ಹಿರೊ,TODO,noun,ಒ,yes
ಬಲಗೈಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಆನೆಯ,TODO,noun,ಅ,yes
ಪ್ರವಾಸಿಗರು,TODO,noun,ಉ,yes
ಇವನ್ನೆಲ್ಲ,TODO,noun,ಅ,yes
ಪ್ರತಿಭೆಯಾಗಿದ್ದರಿಂದ,TODO,noun,ಅ,yes
ಉಪಾದಿಗಳು,TODO,noun,ಉ,yes
ಕ್ರಿ,TODO,noun,ಇ,yes
ಸುಮಾರು,TODO,noun,ಉ,yes
ತಂದುಕೊಟ್ಟವರು,TODO,noun,ಉ,yes
ಆಧ್ಯಾತ್ಮಿಕತೆ,TODO,noun,ಎ,yes
ಮ್ಯೂಸಿಯಂ,TODO,noun,ಂ,yes
ಬಿ,TODO,noun,ಇ,yes
ಹಾಸನಕ್ಕೆ,TODO,noun,ಎ,yes
ಸಿಕ್ಕುವುದಿಲ್ಲ,TODO,noun,ಅ,yes
ಕರ್ನಾಟಕವೂ,TODO,noun,ಊ,yes
ಜಿಲ್ಲೆ,TODO,noun,ಎ,yes
ಸಂದಾಯವಾದಂತಾಯ್ತು,TODO,noun,ಉ,yes
ಭಾವದ,TODO,noun,ಅ,yes
ನಂಜನಗೂಡು,TODO,noun,ಉ,yes
ದೇ,TODO,noun,ಏ,yes
ಬಾಳುಸಿರೇ,TODO,noun,ಏ,yes
ಮಾಡುತ್ತಾನೆ,TODO,noun,ಎ,yes
ಹೆಚ್ಚು,TODO,noun,ಉ,yes
ಕಳೆದುಕೊಳ್ಳುತ್ತಾ,TODO,noun,ಆ,yes
ಸದಸ್ಯರು,TODO,noun,ಉ,yes
ವಸ್ತು,TODO,noun,ಉ,yes
ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದ್ದು,TODO,noun,ಉ,yes
ವಿಕೇಂದ್ರಿಕರಣ,TODO,noun,ಅ,yes
ಮೊದಲನೆ,TODO,noun,ಎ,yes
ಕೆಲಸ,TODO,noun,ಅ,yes
ಕೊಪ್ಪಲು,TODO,noun,ಉ,yes
ಸಿದ್ದಾರ್ಥನಗರ,TODO,noun,ಅ,yes
ಕೃಷಿ,TODO,noun,ಇ,yes
ಜೀವವಿದೆ,TODO,noun,ಎ,yes
ಬಂಡೆಗಳಿಂದ,TODO,noun,ಅ,yes
ಲಿಂಗದಲ್ಲಿ,TODO,noun,ಇ,yes
ಅಶ್ವತ್ಥ,TODO,noun,ಅ,yes
ಅಧ್ಯಾತ್ಮ,TODO,noun,ಅ,yes
ರಾಮಕೃಷ್ಣನಗರ,TODO,noun,ಅ,yes
ಜನ್ಮದಿನವಾದ,TODO,noun,ಅ,yes
ಎಡೆ,TODO,noun,ಎ,yes
ನವ್ಯ,TODO,noun,ಅ,yes
ಮಂಟಪ,TODO,noun,ಅ,yes
ಸುತ್ತುವರೆಯಾಗಿ,TODO,noun,ಇ,yes
ಭಕ್ತ,TODO,noun,ಅ,yes
ಪ್ರಧಾನವಾಗಿ,TODO,noun,ಇ,yes
ಶ್ರೇಷ್ಠ,TODO,noun,ಅ,yes
೨೦೦೫,TODO,noun,ಅ,yes
ವೈ,TODO,noun,ಐ,yes
ಮುಂಬರುವ,TODO,noun,ಅ,yes
ಚಟುವಟಿಕೆಯ,TODO,noun,ಅ,yes
ನಿಲುಗಡೆಯ,TODO,noun,ಅ,yes
ನಜರ್,TODO,noun,ರ,yes
ಹಲವರನ್ನು,TODO,noun,ಉ,yes
ಸಮುದ್ರದಿಂದ,TODO,noun,ಅ,yes
ಇದಲ್ಲದೆ,TODO,noun,ಎ,yes
ಲ್ಯಾಟರೈಟ್,TODO,noun,ಟ,yes
ಶಂಕರ,TODO,noun,ಅ,yes
ಇಟ್ಟಿಗೆ,TODO,noun,ಎ,yes
ಪಾಕ್,TODO,noun,ಕ,yes
ದೂರದಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ಕಾರವಾರ,TODO,noun,ಅ,yes
ಭಾಗ,TODO,noun,ಅ,yes
ತಡೆಯಲು,TODO,noun,ಉ,yes
ಟೆಂಪ್ಲೇಟು,TODO,noun,ಉ,yes
ಕ್ಷೇತ್ರಗಳಿಗೆ,TODO,noun,ಎ,yes
ವರೆಗೆ,TODO,noun,ಎ,yes
ಪ್ರಯಾಣ,TODO,noun,ಅ,yes
ಕ್ರಾಂತಿಕವಿ,TODO,noun,ಇ,yes
ಸುಲಭವಾಗುವಂತೆ,TODO,noun,ಎ,yes
ಅರೆಯೂರು,TODO,noun,ಉ,yes
ಖಂಡಿತವಾಗಿಯೂ,TODO,noun,ಊ,yes
ಶಿಲುಬೆಗೇರಿಸಿದ,TODO,noun,ಅ,yes
ಸಾಹಿಬ್,TODO,noun,ಬ,yes
ಪುರಂ,TODO,noun,ಂ,yes
ತಾಲೂಕು,TODO,noun,ಉ,yes
ಗೌಪ್ಯತೆಯನ್ನು,TODO,noun,ಉ,yes
ಅನಾವರಣಗೊಳಿಸುತ್ತವೆ,TODO,noun,ಎ,yes
ದ್ರಾವಿಡ,TODO,noun,ಅ,yes
ಬೃಹದಾಕಾರವನ್ನು,TODO,noun,ಉ,yes
ಲಲಿತಮಹಲ್,TODO,noun,ಲ,yes
ಮೇಟಗಳ್ಳಿ,TODO,noun,ಇ,yes
ಪುಟ್ಟಪ್ಪ,TODO,noun,ಅ,yes
ಕಲೆ,TODO,noun,ಎ,yes
ಕುರಿತದ್ದಾಗಿದೆ,TODO,noun,ಎ,yes
ಹಾಗು,TODO,noun,ಉ,yes
ಪ್ರದೇಶಗಳಿಂದ,TODO,noun,ಅ,yes
ಕಾಳಿ,TODO,noun,ಇ,yes
೩೬೦,TODO,noun,ಅ,yes
ರವಿ,TODO,noun,ಇ,yes
ಎಡಗೈಯ,TODO,noun,ಅ,yes
ಬಳ್ಳೇಶ್ವರ,TODO,noun,ಅ,yes
ಸರ್,TODO,noun,ರ,yes
ವಾಸ್ತುಶಿಲ್ಪದ,TODO,noun,ಅ,yes
ಕಾದಂಬರಿಕಾರ,TODO,noun,ಅ,yes
ಕಿ,TODO,noun,ಇ,yes
ಹೀಗೆ,TODO,noun,ಎ,yes
ಯಡತೊರೆ,TODO,noun,ಎ,yes
ಬೇಂದ್ರೆಯವರಿಂದ,TODO,noun,ಅ,yes
ದೇವಸ್ಥಾನವು,TODO,noun,ಉ,yes
ಯುಗದ,TODO,noun,ಅ,yes
೫೦,TODO,noun,ಅ,yes
ಪೂರ್ಣಗೊಳಿಸಿಲ್ಲ,TODO,noun,ಅ,yes
ಸೂರ್ಯ,TODO,noun,ಅ,yes
ಒಂದೆಡೆ,TODO,noun,ಎ,yes
ನೆಲೆಸಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ಇತಿಹಾಸಕಾರರ,TODO,noun,ಅ,yes
ನಡೆಯುತ್ತದೆ,TODO,noun,ಎ,yes
ತೇರ್ಗಡೆ,TODO,noun,ಎ,yes
ಕ್ಕೆ,TODO,noun,ಎ,yes
ಉಡುಗೆ,TODO,noun,ಎ,yes
ಕೃತಿಗಳು,TODO,noun,ಉ,yes
ಕಳೆದ,TODO,noun,ಅ,yes
ಪ್ರಾಚೀನವಾಗಿದ್ದು,TODO,noun,ಉ,yes
ಮನೆಯವರ,TODO,noun,ಅ,yes
ಮದುಮಗಳು,TODO,noun,ಉ,yes
ಉದ್ದವಾಗಿದೆ,TODO,noun,ಎ,yes
ಬಡ,TODO,noun,ಅ,yes
ಶತಮಾನ,TODO,noun,ಅ,yes
ವಸ್ತುಗಳು,TODO,noun,ಉ,yes
ಸಂಪರ್ಕಿಸುತ್ತವಲ್ಲದೆ,TODO,noun,ಎ,yes
ಕೇರಳ,TODO,noun,ಅ,yes
ಆಶೆ,TODO,noun,ಎ,yes
ಎತ್ತರನೆಯ,TODO,noun,ಅ,yes
ವ್ಯವಸ್ಥೆಗಳನ್ನು,TODO,noun,ಉ,yes
ರಸ್ತೆ,TODO,noun,ಎ,yes
ತೃತೀಯ,TODO,noun,ಅ,yes
ಸಹ,TODO,noun,ಅ,yes
ಹೆಸರನ್ನು,TODO,noun,ಉ,yes
ಸುಶಿಕ್ಷಿತ,TODO,noun,ಅ,yes
ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದೆ,TODO,noun,ಎ,yes
ಪೂಜಿಸಿದ,TODO,noun,ಅ,yes
ಚಮತ್ಕಾರ,TODO,noun,ಅ,yes
ಕನಕದಾಸನಗರ,TODO,noun,ಅ,yes
ದಕ್ಷಿಣಕ್ಕೆ,TODO,noun,ಎ,yes
ಅದನ್ನು,TODO,noun,ಉ,yes
ಹಜಾರ,TODO,noun,ಅ,yes
ಸ್ವಾತಂತ್ರ್ಯಾನಂತರ,TODO,noun,ಅ,yes
ಹೈಸ್ಕೂಲಿನಲ್ಲಿ,TODO,noun,ಇ,yes
ದೌರ್ಜನ್ಯ,TODO,noun,ಅ,yes
ಭಂಗಿಯಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ಸ್ಥಳೀಯರ,TODO,noun,ಅ,yes
ನೀಡುವ,TODO,noun,ಅ,yes
ರಂದು,TODO,noun,ಉ,yes
ಒಂದೆ,TODO,noun,ಎ,yes
ಪಠ್ಯಪುಸ್ತಕಗಳನ್ನು,TODO,noun,ಉ,yes
ಸಾಹಿತ್ಯದ,TODO,noun,ಅ,yes
ದಿನವನ್ನಾಗಿ,TODO,noun,ಇ,yes
ಜೀವನದ,TODO,noun,ಅ,yes
ಬೈಚಬಾಳ,TODO,noun,ಅ,yes
ಸೇತುವೆ,TODO,noun,ಎ,yes
ಸಂಪರ್ಕಿಸುತ್ತವೆ,TODO,noun,ಎ,yes
ಸೊಂಡಿಲು,TODO,noun,ಉ,yes
ಕುಪ್ಪಳಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಇತ್ತೀಚಿನ,TODO,noun,ಅ,yes
ಚೆಲುವು,TODO,noun,ಉ,yes
ಸಾಧ್ಯವಾದಷ್ಟು,TODO,noun,ಉ,yes
ನಿರ್ಮಾಣವಾಗಿದ್ದು,TODO,noun,ಉ,yes
ರಂಗಮಂಟಪವು,TODO,noun,ಉ,yes
ಮಹಾನವಮಿ,TODO,noun,ಇ,yes
೨೬,TODO,noun,ಅ,yes
ಪಲ್ಲವ,TODO,noun,ಅ,yes
ಕಾರಂಜಿಗಳನ್ನು,TODO,noun,ಉ,yes
ಕೆಳಭಾಗದಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ಪ್ರಗತಿಯಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ಅನಿವಾರ್ಯವಾಗುತ್ತದೆ,TODO,noun,ಎ,yes
ಚಾಲುಕ್ಯ,TODO,noun,ಅ,yes
ಉಲ್ಲೇಖ,TODO,noun,ಅ,yes
ಕರ್ನಾಟಕವಾಯಿತು,TODO,noun,ಉ,yes
ದಶಕಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ದೇವಾಲಯವನ್ನು,TODO,noun,ಉ,yes
ರಚಿಸಲ್ಪಟ್ಟಿದೆ,TODO,noun,ಎ,yes
ಶ್ರೀರಾಮಪುರ,TODO,noun,ಅ,yes
ಪುಟ್ಟಪ್ಪನವರಂತೆ,TODO,noun,ಎ,yes
ಪಾಶ್ಚಿಮಾತ್ಯ,TODO,noun,ಅ,yes
ಪ್ರಧಾನ,TODO,noun,ಅ,yes
ದೇವಿಗೆ,TODO,noun,ಎ,yes
ಪಡೆದ,TODO,noun,ಅ,yes
ದೀಪನಗರ,TODO,noun,ಅ,yes
ದೂರದಲ್ಲಿದ್ದು,TODO,noun,ಉ,yes
ಸಾವಿರಾರು,TODO,noun,ಉ,yes
